,0,1,2
1838,289086,남양주 다산SKY점,경기 남양주시 다산지금로145번길 15
1839,289087,남양주 다산e편한세상1차점,"경기 남양주시 다산중앙로82번길 15 (다산동, 다산신도시 자연& e편한세상)"
1840,289088,남양주 다산 윤쌤학원,"경기 남양주시 다산순환로 300 (다산동, 다산 반도유보라 메이플타운)"
1841,289089,남양주 금곡동곡초점,"경기 남양주시 홍유릉로248번길 39 (금곡동, 다남프라자)"
1842,289090,남구 용호초점,부산 남구 용호로42번길 104
1843,289091,남구 문현한화꿈에그린점,"부산 남구 전포대로20번길 26 (문현동, 한화꿈에그린아파트)"
1844,289092,남구 문현삼성점,"부산 남구 전포대로20번길 15 (문현동, 문현동삼성아파트)"
1845,289093,남구 대연파크푸르지오점,부산 남구 석포로86번길 80 (대연동)
1846,289094,남구 대연초점,부산 남구 못골로 91-30 (대연동)
1847,289095,남구 대연롯데캐슬점,부산 남구 진남로 130 (대연동)
1848,289096,남구 국제자유점,부산 남구 양지골로 340 (감만동)
1849,289097,남구 LG메트로209동점,"부산 남구 분포로 111 (용호동, 엘지메트로시티아파트)"
1850,289098,나주 수학의봄점,전남 나주시 대호길 25 (성북동)
1851,289099,김해양산지사,"경남 김해시 번화1로44번길 26 (대청동, 사파이어빌딩)"
1852,289100,김해 현대아이파크점,"경남 김해시 삼계로 232 (삼계동, 현대분성마을아이파크1차아파트)"
1853,289101,김해 한솔솔파크점,"경남 김해시 삼계로 218 (삼계동, 분성마을 4단지 한솔 솔파크)"
1854,289102,김해 한림풀에버점,"경남 김해시 율하3로 100 (관동동, 죽림마을 한림풀에버7단지아파트)"
1855,289103,김해 한라비발디 센텀시티점,"경남 김해시 두곡로 15 (삼계동, 삼계 한라비발디 센텀시티)"
1856,289104,김해 팔판e그린3차점,"경남 김해시 덕정로 68 (관동동, 팔판마을부영이그린타운3차아파트)"
1857,289105,김해 진영중흥에코시티점,"경남 김해시 진영읍 진산대로 59-3 (진영리, 중흥에스클래시에코시티 상가동)"
1858,289106,김해 진영중흥1단지점,"경남 김해시 진영읍 장등로 55 (진영리, 중흥에스클래스1단지아파트)"
1859,289107,김해 진영점,경남 김해시 진영읍 진산대로26번길 13-7 (진영리)
1860,289108,김해 지내동원점,"경남 김해시 분성로727번길 16 (지내동, 지내동원1차아파트)"
1861,289109,김해 중흥2단지점,"경남 김해시 진영읍 장등로19번길 18 (진영리, 중흥에스클래스2단지아파트)"
1862,289110,김해 주촌초점,경남 김해시 주촌면 천곡로15번길 1 (천곡리)
1863,289111,김해 주촌두산제니스점,"경남 김해시 주촌면 주선로 34 (선지리, 김해주촌 두산위브더제니스)"
1864,289112,김해 장유코아점,"경남 김해시 능동로 153 (부곡동, 삼화빌딩)"
1865,289113,김해 장유초점,"경남 김해시 금관대로599번길 27 (무계동, 석봉마을 부영아파트)"
1866,289114,김해 장유능동점,경남 김해시 능동로 25 (삼문동)
1867,289115,김해 장유e그린2차점,경남 김해시 삼문동 584-2
1868,289116,김해 자이점,"경남 김해시 율하6로 18 (장유동, 원메이저자이아파트)"
1869,289117,김해 일동한신점,"경남 김해시 분성로 14 (외동, 일동한신아파트)"
1870,289118,김해 이안1단지점,"경남 김해시 율하1로 130 (율하동, 율현마을 이편한세상 9단지)"
1871,289119,김해 율하초점,경남 김해시 율하2로58번길 4 (율하동)
1872,289120,김해 율하점,경남 김해시 율하동 1332-1
1873,289121,김해 율하모아미래도2차점,"경남 김해시 율하1로 90 (율하동, 율상마을모아미래도6단지)"
1874,289122,김해 율하모산점,경남 김해시 율하숲길 24 (장유동)
1875,289123,김해 월산푸르지오점,경남 김해시 부곡동 806-6
1876,289124,김해 원메이저현대점,"경남 김해시 율하5로 99 (장유동, 원메이저힐스테이트)"
1877,289125,김해 외동한국2차점,"경남 김해시 분성로 155 (외동, 한국2차아파트)"
1878,289126,김해 신문이편한점,"경남 김해시 장유로334번길 76 (신문동, 장유e-편한세상아파트)"
1879,289127,김해 센텀한라비발디109동점,"경남 김해시 두곡로 15 (삼계동, 삼계 한라비발디 센텀시티)"
1880,289128,김해 석봉부영15차점,"경남 김해시 능동로 118 (부곡동, 석봉마을7단지부영아파트)"
1881,289129,김해 상아탑분원점,경남 김해시 외동 1251
1882,289130,김해 삼정점,경남 김해시 인제로65번길 38 (어방동)
1883,289131,김해 삼계푸르지오1차점,"경남 김해시 가야로 19 (삼계동, 분성마을5단지푸르지오아파트)"
1884,289132,김해 부곡드림해법영수학원점,"경남 김해시 월산로 111-43 (부곡동, 드림피아상가)"
1885,289133,김해 명성리더스점,"경남 김해시 김해대로 1784-7 (삼계동, 오션플라자)"
1886,289134,김해 더원학원,경남 김해시 관동로27번길 99 (관동동)
1887,289135,김해 대청부영점,"경남 김해시 계동로 86 (대청동, 갑오마을부영아파트)"
1888,289136,김해 내친구공부방점,"경남 김해시 삼계로 248 (삼계동, 분성마을2단지부영아파트)"
1889,289137,김해 구산주공점,경남 김해시 구산동 5주공아파트
1890,289138,김해 구산구지점,"경남 김해시 구산로5번길 89 (구산동, 구지마을2단지한일유앤아이)"
1891,289139,김해 관동초점,경남 김해시 율하3로 107 (관동동)
1892,289140,김해 갑오주공점,"경남 김해시 계동로102번길 9 (대청동, 갑오마을주공2단지)"
1893,289141,김해 갑오계동점,"경남 김해시 계동로 86 (대청동, 갑오마을부영아파트)"
1894,289142,김해 HJ해법학원,경남 김해시 관동동 451-3
1895,289143,김포 호반탑클래스점,"경기 김포시 김포한강2로 229 (장기동, 한강호반베르디움)"
1896,289144,김포 향산힐스테이트1단지점,"경기 김포시 고촌읍 상미로 38 (향산리, 힐스테이트 리버시티 1단지)"
1897,289145,김포 해법수학풍무점,경기 김포시 풍무로 166 (풍무동)
1898,289146,김포 함께하는 쎈학원,경기 김포시 김포한강4로420번길 80 (구래동)
1899,289147,김포 한강힐스테이트점,"경기 김포시 김포한강7로22번길 22 (마산동, 솔터마을자연앤힐스테이트아파트)"
1900,289148,김포 한강센트럴자이105점,"경기 김포시 태장로 845 (장기동, 한강센트럴자이 1단지)"
1901,289149,김포 한가람우미린점,"경기 김포시 김포한강5로 417 (구래동, 한가람마을우미린)"
1902,289150,김포 풍무유현마을점,경기 김포시 유현로33번길 16
1903,289151,김포 탄탄에듀학원,경기 김포시 김포한강4로420번길 80 (구래동)
1904,289152,김포 최상위수학학원,경기 김포시 고촌읍 수기로 115 (신곡리)
1905,289153,김포 중흥파크애비뉴점,"경기 김포시 김포한강2로 362 (장기동, 청송마을중흥에스-클래스)"
1906,289154,김포 중흥리버티점,"경기 김포시 김포한강2로 113 (장기동, 한강신도시 초당마을중흥에스-클래스리버티)"
1907,289155,김포 장기호반베르디움점,"경기 김포시 김포한강2로 229 (장기동, 한강호반베르디움)"
1908,289156,김포 장기한양수자인604점,"경기 김포시 김포한강3로 290-13 (장기동, 고창마을 한양수자인 리버팰리스)"
1909,289157,김포 이진해법수학점,"경기 김포시 풍무로68번길 39 (풍무동, 한화유로메트로아파트)"
1910,289158,김포 유티에스학원,경기 김포시 걸포로 34
1911,289159,김포 운양KCC,"경기 김포시 김포한강11로 37 (운양동, 김포한강신도시 2차 KCC 스위첸)"
1912,289160,김포 예미지점,"경기 김포시 김포한강9로 11 (구래동, 김포한강 예미지)"
1913,289161,김포 아론해법수학점,"경기 김포시 김포한강2로23번길 42 (장기동, 더베니스-1)"
1914,289162,김포 스마트해법운양점,경기 김포시 김포한강1로 230 (운양동)
1915,289163,김포 스마트해법에듀마인학원,"경기 김포시 김포한강1로51번길 46 (장기동, 나래프라자)"
1916,289164,김포 스마트해법수학 이랜드점,"경기 김포시 김포한강11로255번길 15 (운양동, 김포한강 이랜드 타운힐스)"
1917,289165,김포 스마트해법 쑨샘수학점,경기 김포시 풍무로93번길 26
1918,289166,김포 솔터마을2단지점,"경기 김포시 김포한강8로 331 (마산동, 김포한강엘에이치솔터마을2단지)"
1919,289167,김포 센트럴자이114점,"경기 김포시 태장로 845 (장기동, 한강센트럴자이 1단지)"
1920,289168,김포 생각나무수학교실점,경기 김포시 고촌읍 태리로 236
1921,289169,김포 사우해냄교습소점,경기 김포시 사우중로73번길 43
1922,289170,김포 보름스마트해법수학점,경기 김포시 고촌읍 수기로 136
1923,289171,김포 메트로예미지점,"경기 김포시 솔터로 22 (구래동, 메트로타워 예미지)"
1924,289172,김포 마스터율 수학교습소,"경기 김포시 김포한강8로 173-88 (마산동, 한강신도시 동일스위트 더파크뷰 1단지)"
1925,289173,김포 라임학원1점,경기 김포시 김포한강9로12번길 123 (구래동)
1926,289174,김포 고촌파밀리에1단지점,"경기 김포시 고촌읍 태리로 236 (신곡리, 캐슬앤파밀리에시티 1단지)"
1927,289175,김포 YSU1885점,"경기 김포시 유현로 200 (풍무동, 풍무 푸르지오)"
1928,289176,김포 SM e해법셀파수학교실점,"경기 김포시 김포한강11로 227 (운양동, 풍경마을 래미안 한강2차)"
1929,289177,김천 천재대곡점,경북 김천시 문지왈길 45 (부곡동)
1930,289178,김천 지좌아주아트빌점,"경북 김천시 공절길 43 (지좌동, 지좌동 아주아트빌)"
1931,289179,김천 율곡점,"경북 김천시 혁신4로 72 (율곡동, 경북혁신엘에이치천년나무2단지)"
1932,289180,김천 엠코점,"경북 김천시 용전1로 9 (율곡동, 힐스테이트 율곡)"
1933,289181,김천 신음현대점,"경북 김천시 시청로 46 (신음동, 현대아파트)"
1934,289182,김천 신음주공그린빌점,경북 김천시 신음새동네2길 33 (신음동)
1935,289183,김천 부곡점,경북 김천시 부곡동 432-1
1936,289184,김천 덕곡한마음점,경북 김천시 황산로 81 (지좌동)
1937,289185,김천 KCC스위첸점,"경북 김천시 혁신5로 11 (율곡동, 경북혁신케이씨씨스위첸)"
1938,289186,기장 한신점,"부산 기장군 기장읍 차성로338번길 28 (동부리, 모닝팬시프라자)"
1939,289187,금천 탑동초점,서울 금천구 시흥동 237-27
1940,289188,금천 시흥힐스테이트점,서울 금천구 시흥동 492-15
1941,289189,금천 시흥초점,"서울 금천구 가산로 99 (가산동, 두산위브아파트)"
1942,289190,금천 시흥3동점,서울 금천구 시흥동 945-40
1943,289191,금천 샘지점,"서울 금천구 독산로40길 41-3 (시흥동, 가온빌)"
1944,289192,금천 롯데캐슬2단지점,"서울 금천구 벚꽃로 30 (독산동, 금천롯데캐슬골드파크2차)"
1945,289193,금천 두산초점,서울 금천구 벚꽃로 114
1946,289194,금천 독산초점,서울 금천구 시흥대로104길 26
1947,289195,금천 독산2동점,"서울 금천구 시흥대로104길 26 (독산동, 예원빌딩)"
1948,289196,금정산쌍용예가점,부산 금정구 수림로66번길 66 (장전동)
1949,289197,금정 장서초점,부산 금정구 중앙대로1841번안길 21 (구서동)
1950,289198,금정 부곡롯데캐슬점,부산 금정구 동부곡로15번길 89
1951,289199,금정 금정초점,부산 금정구 금강로 208 (장전동)
1952,289200,금정 구서롯데캐슬305동점,"부산 금정구 금강로 502 (구서동, 롯데캐슬골드1단지)"
1953,289201,금정 경민학원,"부산 금정구 금강로 700 (남산동, 남산시장빌딩)"
1954,289202,군포수론백두한양점,"경기 군포시 고산로 571 (산본동, 한양백두아파트 상가)"
1955,289203,군포대야미점,"경기 군포시 대야2로143번길 25-1 (대야미동, 센트럴아이파트 상가)"
1956,289204,군포당동초점,"경기 군포시 용호1로 53 (당동, 용호마을 LG아파트 상가)"
1957,289205,군포 수리산한양점,경기 군포시 산본동 1151-5
1958,289206,군포 송안초점,경기 군포시 송부로 92 (도마교동)송정메디컬빌딩
1959,289207,군포 산본한라4단지점,"경기 군포시 번영로 380-1 (산본동, 한라1차아파트 상가)"
1960,289208,군포 산본한라4단지2차점,"경기 군포시 번영로 330 (산본동, 한라2차아파트 종합상가)"
1961,289209,군포 산본금강복합상가점,"경기 군포시 고산로 529 (산본동, 금강2단지주상복합아파트)"
1962,289210,군포 산본군포초점,경기 군포시 당동 794-42
1963,289211,군포 산본가야점,경기 군포시 산본동 1155-4
1964,289212,군포 산본6단지을지1호점,"경기 군포시 산본천로 18 (산본동, 을지아파트 상가)"
1965,289213,군포 산본12단지목련한양점,"경기 군포시 산본로432번길 27 (산본동, 한양목련아파트상가)"
1966,289214,군포 산본11단지 장미점,"경기 군포시 산본로386번길 5-11 (산본동, 삼대빌딩)"
1967,289215,군포 산본 우륵교육센터점,"경기 군포시 산본천로 31 (산본동, 중앙교육센타)"
1968,289216,군포 부곡중앙점,경기 군포시 송부로273번안길 5 (부곡동)
1969,289217,군산 지곡해나지오점,"전북 군산시 계산로 78 (지곡동, 해나지오아파트)"
1970,289218,군산 지곡엠코1차점,"전북 군산시 계산로 90 (지곡동, 지곡동 엠코타운)"
1971,289219,군산 지곡군산초점,"전북 군산시 계산로 71 (지곡동, 지곡 쌍용 예가)"
1972,289220,군산 조촌동초점,"전북 군산시 신촌1길 20 (조촌동, 한국체육관)"
1973,289221,군산 월명초점,전북 군산시 수송동로 18
1974,289222,군산 수송잇츠점,전북 군산시 수송로 135 (나운동)
1975,289223,군산 수송리첼점,"전북 군산시 수송동로 100 (수송동, 세영리첼아파트)"
1976,289224,군산 미장풍경채점,"전북 군산시 미장13길 33 (미장동, 제일풍경채아파트)"
1977,289225,군산 미장아이파크2차점,"전북 군산시 미장안길 45 (미장동, 군산미장2차아이파크)"
1978,289226,군산 미장아이파크1차점,"전북 군산시 미장남로 10 (미장동, 군산미장아이파크)"
1979,289227,군산 미장쉐르빌,전북 군산시 미장안2길 3 (미장동)
1980,289228,군산 나운현대4차점,"전북 군산시 나운안길 27 (나운동, 강천아케이트)"
1981,289229,군산 나운주공5차점,전북 군산시 나운동 45-7
1982,289230,군산 나운이룸점,전북 군산시 상신5길 2 (나운동)
1983,289231,구암 화성그랜드 점,대구 북구 구암로65길 6 (구암동)
1984,289232,구미 형곡스마트해법점,경북 구미시 신시로 3
1985,289233,구미 한결해법영수학원점,경북 구미시 인동38길 15-14 (구평동)
1986,289234,구미 중흥1차 스마트해법수학점,"경북 구미시 해마루공원로 80 (옥계동, 중흥에스-클래스에듀힐스)"
1987,289235,구미 원호한누리 해법수학점,"경북 구미시 고아읍 문장로22길 40 (원호리, 원호한누리타운2단지)"
1988,289236,구미 옥계우미린3차점,"경북 구미시 산동면 신당인덕3로 1 (인덕리, 우미린풀하우스)"
1989,289237,구미 오태점,경북 칠곡군 북삼읍 금오대로10길 23 (인평리)
1990,289238,구미 송정한신점,경북 구미시 백산로 153
1991,289239,구미 선산다니엘점,경북 구미시 선산읍 노상리 94-2
1992,289240,구미 산동호반해법수학점,"경북 구미시 산동읍 해마루공원로 115 (신당리, 구미호반베르디움엘리트시티)"
1993,289241,구미 산동중흥3차점,"경북 구미시 산동읍 신당인덕3로 1 (인덕리, 우미린풀하우스)"
1994,289242,구미 문성점,경북 구미시 고아읍 들성로7길 10-61 (문성리)
1995,289243,구미 도량그린빌점,경북 구미시 도량2동 도량주공그린빌
1996,289244,구미 도량1동점,경북 구미시 문장로12길 20 (도량동)
1997,289245,구리 토평한일유앤아이점,"경기 구리시 장자대로111번길 11 (토평동, 한일아파트)"
1998,289246,구리 토평라온해법수학,"경기 구리시 검배로 124 (토평동, 정민빌딩)"
1999,289247,구리 인창주공6단지점,"경기 구리시 건원대로34번길 77 (인창동, 인창6단지주공아파트)"
2000,289248,구리 인창신일5단지점,"경기 구리시 건원대로34번길 51 (인창동, 인창5단지삼환신일아파트)"
2001,289249,구리 인창스마트해법영수학원점,경기 구리시 동구릉로 98 (인창동)
2002,289250,구리 인창삼보3단지점,"경기 구리시 건원대로 56 (인창동, 삼보아파트)"
2003,289251,구리 스마트해법수학인창건영점,"경기 구리시 동구릉로 155 (인창동, 건영아파트상가동)"
2004,289252,구리 수택남양점,경기 구리시 경춘로276번길 39 (수택동)
2005,289253,구리 교문하나아파트점,"경기 구리시 체육관로 69 (교문동, 하나아파트)"
2006,289254,구리 갈매푸르지오점,"경기 구리시 갈매중앙로 16 (갈매동, 구리갈매푸르지오)"
2007,289255,구리 갈매윤수학학원점,"경기 구리시 갈매순환로 198 (갈매동, 비젼Ⅱ프라자)"
2008,289256,구리 갈매e해법셀파수학학원점,"경기 구리시 갈매순환로 7 (갈매동, 에이스프라자)"
2009,289257,구로 항동수목원점,서울 구로구 항동 14-3
2010,289258,구로 태영점,"서울 구로구 새말로 93 (구로동, 신도림태영타운)"
2011,289259,구로 천왕센타점,"서울 구로구 천왕로 36 (천왕동, 천왕센타프라자)"
2012,289260,구로 제니스점,서울 구로구 오류로 60 (오류동)
2013,289261,구로 이아이이점,서울 구로구 구로동 685-147
2014,289262,구로 아이비스마트해법학원,서울 구로구 연동로 197 (항동)
2015,289263,구로 신미림초점,서울 구로구 신도림동 642
2016,289264,구로 신도림성광점,"서울 구로구 신도림로19길 7 (신도림동, 성광빌딩)"
2017,289265,구로 새솔점,"서울 구로구 공원로 35 (구로동, 새솔금호아파트)"
2018,289266,구로 두산위브점,서울 구로구 구로동 791-51
2019,289267,구로 고척캠퍼스점,"서울 구로구 중앙로6길 5-15 (고척동, 청구아파트)"
2020,289268,구로 고척2동점,"서울 구로구 중앙로15길 84 (고척동, 예인아파트)"
2021,289269,구로 개봉초점,서울 금천구 가산동 775
2022,289270,구로 개봉1동점,"서울 구로구 고척로 95-6 (개봉동, 수영힐아파트)"
2023,289271,광진 중곡한가람학원점,"서울 광진구 영화사로 19 (중곡동, 영재빌딩)"
2024,289272,광진 중곡리더스해법학원,"서울 광진구 용마산로22길 16 (중곡동, 동인빌딩)"
2025,289273,광진 자양현대3차점,"서울 광진구 뚝섬로56가길 10 (자양동, 자양현대3차아파트)"
2026,289274,광진 자양초교점,서울 광진구 아차산로44가길 10 (자양동)
2027,289275,광진 자양신양초교점,서울 광진구 능동로6길 22 (자양동)
2028,289276,광진 자양다온학원점,서울 광진구 자양동 648-12
2029,289277,광진 용마초교점,서울 광진구 중곡동 138-35
2030,289278,광진 동자초점,서울 광진구 자양번영로 46 (자양동)
2031,289279,광진 능동점,서울 광진구 능동 238-3
2032,289280,광진 구의아카데미점,서울 광진구 구의동 641-3
2033,289281,광진 광장앤스마일학원점,서울 광진구 광장로 47 (광장동)
2034,289282,광주에듀마스터학원,광주 서구 유림로98번길 41 (동천동)
2035,289283,광주 힐스테이트3단지,"광주 서구 화운로 24 (화정동, 유니버시아드 힐스테이트 3단지)"
2036,289284,광주 효천해법학원,광주 남구 행암동 584
2037,289285,광주 효천정수학학원,광주 남구 임암동 867
2038,289286,광주 효성해링턴점,"경기 광주시 고불로 87 (태전동, 태전 효성해링턴 플레이스)"
2039,289287,광주 한아람초교점,"경기 광주시 태성로 107 (태전동, 힐스테이트 태전)"
2040,289288,광주 한쌤독수리점,광주 남구 진월동 500-33
2041,289289,광주 하남월곡점,광주 광산구 우산동 1586-9
2042,289290,광주 태전성원점,"경기 광주시 태봉로 61 (태전동, 2단지성원아파트)"
2043,289291,광주 태전동 힐스테이트점,경기 광주시 태전동로 50 (태전동)
2044,289292,광주 탄벌점,"경기 광주시 벌원길 61-1 (탄벌동, 탄벌리 현대아파트 상가)"
2045,289293,광주 타임수학전문학원점,광주 광산구 월계로 191 (월계동)
2046,289294,광주 초월 도곡초점,경기 광주시 초월읍 경충대로 1023-22 (쌍동리)
2047,289295,광주 첨단영재점,광주 광산구 월계동 777-2
2048,289296,광주 진월한신1차점,"광주 남구 광복마을4길 9 (진월동, 한신1차아파트)"
2049,289297,광주 지산영수학원,광주 동구 밤실로30번길 4-7 (지산동)
2050,289298,광주 일곡대우점,"광주 북구 일곡택지로 50-1 (일곡동, 대우아파트)"
2051,289299,광주 운암점,광주 북구 북문대로159번길 17
2052,289300,광주 운암엠탐수학학원,광주 북구 황계로55번길 2 (운암동)
2053,289301,광주 운암나산점,광주 북구 북문대로169번길 16
2054,289302,광주 운남금구점,"광주 광산구 사암로340번길 47 (월곡동, 소진비엔비빌딩)"
2055,289303,광주 우산중흥s센트럴점,"광주 광산구 금봉로 106 (우산동, 세계수영선수촌 중흥에스-클래스 센트럴)"
2056,289304,광주 용산점,광주 동구 용산1로 4 (용산동)
2057,289305,광주 온새미로수학점,"광주 광산구 선운로 55 (선암동, 광주 선운지구 이지더원 3단지)"
2058,289306,광주 오포더샵점,경기 광주시 오포읍 고산리 352-2
2059,289307,광주 오포 신능점,경기 광주시 능평로 201
2060,289308,광주 연제현대점,광주 북구 연제동 36-1
2061,289309,광주 역동초교점,경기 광주시 순암로36번길 87
2062,289310,광주 양산자이1차점,"광주 북구 양산로71번길 8 (양산동, 지에스그린자이1차아파트)"
2063,289311,광주 양벌초교점,"경기 광주시 오포읍 마루들길 248 (양벌리, 양벌리 우림아파트)"
2064,289312,광주 쌍촌해법수학학원,"광주 서구 상일로 55 (쌍촌동, 호반리젠시빌)"
2065,289313,광주 쌍령초점,경기 광주시 경충대로1461번길 16 (쌍령동)
2066,289314,광주 쌍동초교점,경기 광주시 초월읍 경충대로1127번길 46 (쌍동리)
2067,289315,광주 스마트해법수학매곡학원,광주 북구 매곡로 55
2068,289316,광주 수완자이점,"광주 광산구 풍영로330번길 34 (장덕동, 수완신안실크밸리)"
2069,289317,광주 수완은빛점,"광주 광산구 수완로33번길 79 (수완동, 수완지구 영무예다음2차 아파트)"
2070,289318,광주 수완새별초점,광주 광산구 풍영로101번안길 18 (흑석동)
2071,289319,광주 수완대방노블랜드6차점,"광주 광산구 왕버들로132번길 35 (수완동, 광주 수완6차 대방 노블랜드)"
2072,289320,광주 수완대방1차점,"광주 광산구 수등로76번길 40 (신가동, 아름마을 대방노블랜드 아파트)"
2073,289321,광주 수완 에스원영수학원점,광주 광산구 풍영로200번길 67
2074,289322,광주 송화점,광주 남구 노대동 827
2075,289323,광주 선운점,광주 광산구 선암동 565
2076,289324,광주 서희마라톤수학전문학원점,"광주 북구 군왕로 297 (각화동, 솔로몬타워)"
2077,289325,광주 상무용수학점,"광주 서구 치평로 60 (치평동, 삼성리더스빌)"
2078,289326,광주 삼호e해법수학,"광주 광산구 첨단중앙로181번길 88-16 (월계동, 첨단라인5차아파트)"
2079,289327,광주 산정부영점,"광주 광산구 목련로 42 (산정동, 부영 애시앙)"
2080,289328,광주 빛고을점,"광주 광산구 풍영철길로 20-20 (우산동, 우산동 중흥s-클래스 리버티)"
2081,289329,광주 비아호반점,"광주 광산구 비아로 185 (비아동, 하남지구 호반아파트)"
2082,289330,광주 부영3차점,"광주 광산구 첨단중앙로68번길 131 (산월동, 부영아파트)"
2083,289331,광주 봉선영재점,"광주 남구 봉선1로 78 (봉선동, 김경한한약국)"
2084,289332,광주 벌원초교점,"경기 광주시 회안대로 637-36 (탄벌동, 경남아너스빌 2단지)"
2085,289333,광주 방림점,광주 남구 방림동 107-26
2086,289334,광주 동림토킹클럽,광주 북구 북문대로 242 (동림동)
2087,289335,광주 능평초교점,경기 광주시 창뜰아랫길 14-15
2088,289336,광주 노대7단지점,"광주 남구 노대실로 89 (노대동, 송화마을 휴먼시아)"
2089,289337,광주 계림초점,광주 동구 무등로375번길 26 (계림동)
2090,289338,광주 각화수학학원점,광주 북구 월동로 96 (각화동)
2091,289339,광주 SP에듀학원,전남 영광군 영광읍 현암길 29-2 (백학리)
2092,289340,광주 e해법수학,광주 남구 효우2로26번길 25 (행암동)
2093,289341,광주 EM영수학원,광주 광산구 풍영로 275 (장덕동)
2094,289342,광명초점,경기 광명시 오리로 938 (광명동)
2095,289343,광명지사,경기 광명시 하안동 35-6
2096,289344,광명역푸르지오1점,"경기 광명시 양달로 7 (일직동, 광명역푸르지오)"
2097,289345,광명역파크자이점,경기 광명시 광명역로 26
2098,289346,광명역 데시앙1호점,경기 광명시 양지로 21 (일직동)
2099,289347,광명동작 남사초점,서울 동작구 사당동 1026-32
2100,289348,광명 하안6단지점,"경기 광명시 하안로287번길 15-1 (하안동, 인성빌딩)"
2101,289349,광명 하안5단지1호점,"경기 광명시 가림로 38 (하안동, 하안5단지고층주공아파트)"
2102,289350,광명 하안3단지점,"경기 광명시 안현로 34 (하안동, 하안3단지고층주공아파트)"
2103,289351,광명 하안10단지중앙상가,"경기 광명시 안현로 52 (하안동, 중앙상가)"
2104,289352,광명 하안10단지점,"경기 광명시 하안로 320-21 (하안동, 하안주공10단지 종합상가)"
2105,289353,광명 중앙하이츠점,경기 광명시 도덕로 50 (광명동)
2106,289354,광명 역세권4단지점,"경기 광명시 성채로 37 (소하동, 광명역세권휴먼시아)"
2107,289355,광명 신촌2단지점,"경기 광명시 소하로 189 (소하동, 신촌휴먼시아2단지아파트)"
2108,289356,광명 소하역세권3단지점,경기 광명시 오리로 346 (소하동)
2109,289357,광명 소하7단지점,"경기 광명시 소하로 162 (소하동, 휴먼시아7단지아파트)"
2110,289358,광명 서초점,경기 광명시 너부대로 45 (광명동)
2111,289359,광명 래미안자이점,"경기 광명시 디지털로 56 (철산동, 철산래미안자이아파트)"
2112,289360,광명 두산점,경기 광명시 광덕산로 26
2113,289361,관악 청룡동점,서울 관악구 봉천동 1589-9
2114,289362,관악 조원초교점,서울 관악구 조원로 62 (신림동)
2115,289363,관악 일등해법수학점,"서울 관악구 은천로 92 (봉천동, 두산아파트)"
2116,289364,관악 인헌초교점,서울 관악구 봉천동 207-33
2117,289365,관악 신사동점,서울 관악구 신림동 482-22
2118,289366,관악 봉천9동벽산점,"서울 관악구 은천로 93 (봉천동, 벽산블루밍아파트)"
2119,289367,관악 봉천6동우성점,서울 관악구 봉천6동
2120,289368,관악 드림타운1호교실점,서울 관악구 성현로 80
2121,289369,관악 당곡초점,서울 관악구 당곡길 22 (봉천동)
2122,289370,관악 남현점,서울 관악구 남현동 1067-19
2123,289371,관악 난향초점,서울 관악구 난향길 10 (신림동)
2124,289372,관악 난우초점,서울 관악구 난우10길 19-1 (신림동)
2125,289373,과천 주공8단지점,"경기 과천시 별양로 180 (부림동, 주공아파트)"
2126,289374,과천 3단지삼성래미안점,"경기 과천시 별양로 12 (원문동, 래미안 슈르)"
2127,289375,고양 후곡점,"경기 고양시 일산서구 후곡로 19 (일산동, 평화프라자)"
2128,289376,고양 화정 달빛점,"경기 고양시 덕양구 화중로 219 (화정동, 달빛마을1단지아파트)"
2129,289377,고양 화전양지마을점,경기 고양시 덕양구 중앙로 184
2130,289378,고양 호수3단지점,"경기 고양시 일산동구 노루목로 78 (장항동, 호수마을3단지)"
2131,289379,고양 향동두산점,경기 고양시 덕양구 향기5로 66 (향동동)
2132,289380,고양 향동1교실점,"경기 고양시 덕양구 향기로 60 (향동동, 아주리센스타플라자)"
2133,289381,고양 행신스마트점,"경기 고양시 덕양구 소원로 270 (행신동, 이스턴프라자)"
2134,289382,고양 햇빛교실,"경기 고양시 덕양구 성신로 99 (행신동, 햇빛마을19단지아파트)"
2135,289383,고양 푸른마을 6단지점,"경기 고양시 덕양구 푸른마을로 55 (고양동, 푸른마을6단지아파트)"
2136,289384,고양 탄현5단지점,"경기 고양시 일산서구 현중로 61 (탄현동, 탄현마을5단지아파트)"
2137,289385,고양 진학원,"경기 고양시 일산동구 일산로 202 (마두동, 일성프라자)"
2138,289386,고양 진세교실점,"경기 고양시 덕양구 고양대로1384번길 60 (성사동, 어울림마을5단지아파트)"
2139,289387,고양 지사직영점,경기 고양시 일산동구 중산로 105
2140,289388,고양 중산9단지점,"경기 고양시 일산동구 탄중로 416 (중산동, 중산마을9단지아파트)"
2141,289389,고양 임광105점,"경기 고양시 일산서구 탄현로 133 (탄현동, 일산임광진흥아파트)"
2142,289390,고양 인스카이해법수학점,"경기 고양시 일산서구 대산로 123 (주엽동, 현대프라자)"
2143,289391,고양 옥빛수공방,"경기 고양시 덕양구 백양로 8 (화정동, 옥빛마을17단지아파트)"
2144,289392,고양 에이메쓰점,"경기 고양시 덕양구 화신로 101 (행신동, 햇빛마을23단지)"
