,0,1,2
1063,288311,스마트해법수학 중앙점,전남 광양시 불로로 141 (중동)
1064,288312,스마트해법 한뫼초점,경기 고양시 일산서구 고양대로 632
1065,288313,스마트해법 범박드림센터점,"경기 부천시 범안로 141-10 (범박동, 경원프라자)"
1066,288314,스마트해법 강월초점,서울 양천구 신월동 987-1
1067,288315,스마트 해법수학 동일 스위트1단지점,"대전 대덕구 대청로 43 (신탄진동, 대전 동일스위트 리버스카이 1단지)"
1068,288316,수지e편한점,"경기 용인시 수지구 포은대로313번길 7-10 (풍덕천동, e편한세상 수지)"
1069,288317,수원직영교실점,"경기 수원시 영통구 법조로 25 (하동, 광교 SK VIEW Lake)"
1070,288318,수원역 해모로점,"경기 수원시 권선구 세류로 60 (세류동, LH수원센트럴타운1단지)"
1071,288319,수원 힐스테이트영통1점,경기도 수원시 영통구 망포동
1072,288320,수원 효탑초점,"경기 수원시 권선구 하탑로30번길 47 (탑동, 한아름빌딩)"
1073,288321,수원 화양학원점,"경기 수원시 팔달구 수성로182번길 107 (화서동, 기둥빌딩)"
1074,288322,수원 화서주공점,"경기 수원시 팔달구 덕영대로735번길 18 (화서동, 한진현대아파트)"
1075,288323,수원 화서위브하늘채점,"경기 수원시 팔달구 수성로244번길 25 (화서동, 화서위브하늘채)"
1076,288324,수원 화서역파크푸르지오점,경기 수원시 장안구 대평로 27
1077,288325,수원 화서벽산점,"경기 수원시 팔달구 화양로50번길 30 (화서동, 블루밍 푸른숲 아파트)"
1078,288326,수원 호매실호반2단지점,"경기 수원시 권선구 매곡로 43 (금곡동, 호반베르디움 더 센트럴)"
1079,288327,수원 호매실초점,"경기 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티)"
1080,288328,수원 호매실중앙점,경기 수원시 권선구 호매실로218번길 126
1081,288329,수원 호매실밸섬시티점,"경기 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티)"
1082,288330,수원 호매실모아점,"경기 수원시 권선구 서수원로577번길 341 (금곡동, 수원모아미래도센트럴타운1단지)"
1083,288331,수원 호매실능실점,경기 수원시 권선구 호매실로90번길 116 (호매실동)
1084,288332,수원 호매실GS,"경기 수원시 권선구 매실로 70 (호매실동, 호매실GS아파트)"
1085,288333,수원 호매실 금호초점,경기 수원시 권선구 칠보로 138 (호매실동)
1086,288334,수원 한화포레나장안점,경기 수원시 장안구 파장동 198-6
1087,288335,수원 한일타운점,"경기 수원시 장안구 경수대로 940 (조원동, 일호골든타워)"
1088,288336,수원 한일쌍용점,"경기 수원시 장안구 경수대로976번길 22 (조원동, 수원 한일타운)"
1089,288337,수원 하늘채코오롱2단지점,경기 수원시 권선구 곡반정로 158 (곡반정동)
1090,288338,수원 하늘채더퍼스트점,경기 수원시 권선구 곡반정로 188 (곡반정동)
1091,288339,수원 팔달힐스푸르지오점,"경기 수원시 영통구 광교호수공원로 80 (원천동, 광교아이파크)"
1092,288340,수원 팔달초점,경기 수원시 팔달구 우만동 131-4
1093,288341,수원 팔달래미안점,"경기 수원시 팔달구 세지로 211 (인계동, 인계 파밀리에)"
1094,288342,수원 태장초1점,"경기 수원시 영통구 태장로 81 (망포동, 망포동 e-타운ll)"
1095,288343,수원 칠보마을5단지점,"경기 수원시 권선구 금곡로118번길 24 (금곡동, 리치빌딩)"
1096,288344,수원 천천대월점,"경기 수원시 장안구 천천로74번길 35 (정자동, 대월마을 주공아파트)"
1097,288345,수원 천일초점,"경기 수원시 장안구 하률로12번길 86 (천천동, 골든프라자)"
1098,288346,수원 조원한일초점,"경기 수원시 장안구 경수대로994번길 31 (송죽동, 광교프라자)"
1099,288347,수원 조원주공점,"경기 수원시 장안구 금당로39번길 33 (조원동, 주공뉴타운)"
1100,288348,수원 조원북중점,경기 수원시 장안구 조원로50번길 20 (조원동)
1101,288349,수원 정천초점,"경기 수원시 장안구 화산로 87 (천천동, 천천 푸르지오)"
1102,288350,수원 정자한라점,"경기 수원시 장안구 만석로20번길 28 (정자동, 청솔마을 한라 아파트)"
1103,288351,수원 정자풍림벽산점,"경기 수원시 장안구 정자천로189번길 47 (정자동, 연꽃마을 풍림아파트)"
1104,288352,수원 정자초점,경기 수원시 장안구 정자동 304
1105,288353,수원 정자스카이점,경기 수원시 장안구 이목로 24-3 (정자동)
1106,288354,수원 정자송림초점,경기 수원시 장안구 대평로51번길 56
1107,288355,수원 정자송림점,경기 수원시 장안구 정자천로188번길 49 (정자동)
1108,288356,수원 정자센터점,경기 수원시 장안구 대평로 86 (정자동)
1109,288357,수원 정자삼환점,"경기 수원시 장안구 천천로22번길 34 (정자동, 백설마을 삼환 나우빌 아파트)"
1110,288358,수원 정자동신점,경기 수원시 장안구 정자동 395
1111,288359,수원 정자대림점,경기 수원시 장안구 천천로74번길 92
1112,288360,수원 장안힐스점,"경기 수원시 장안구 장안로359번길 20 (이목동, 수원장안힐스테이트)"
1113,288361,수원 잠원초점,"경기 수원시 영통구 태장로 62 (망포동, 신영통동원프라자)"
1114,288362,수원 입북자이점,경기 수원시 권선구 입북로 41
1115,288363,수원 일월코오롱점,경기 수원시 권선구 구운동 890
1116,288364,수원 인계한신점,경기 수원시 팔달구 인계동 319-6
1117,288365,수원 인계초점,경기 수원시 팔달구 인계동 268-5
1118,288366,수원 율전초점,경기 수원시 장안구 화산로 263
1119,288367,수원 율전밤꽃마을점,"경기 수원시 장안구 상률로 32 (율전동, 밤꽃마을뜨란채)"
1120,288368,수원 위상수학학원,"경기 수원시 장안구 덕영대로535번길 38 (천천동, 경기서적)"
1121,288369,수원 원천점,경기 수원시 영통구 매영로 93-27 (매탄동)
1122,288370,수원 원일점,경기 수원시 영통구 중부대로448번길 106 (원천동)
1123,288371,수원 우만아주대점,경기 수원시 팔달구 우만동 39-4
1124,288372,수원 영화초점,경기 수원시 장안구 조원동 773-2
1125,288373,수원 영통황골보배점,"경기 수원시 영통구 영통로 498 (영통동, 황골마을주공1단지아파트)"
1126,288374,수원 영통청명학원,경기 수원시 영통구 봉영로1770번길 21
1127,288375,수원 영통청명점,"경기 수원시 영통구 봉영로1770번길 21 (영통동, 신명.한국아파트)"
1128,288376,수원 영통벽적골점,"경기 수원시 영통구 영통로290번길 28 (영통동, 벽적골주공 휴먼시아8단지)"
1129,288377,수원 영통롯데점,"경기 수원시 영통구 덕영대로1555번길 16 (영통동, 벽적골롯데아파트)"
1130,288378,수원 영통9단지점,"경기 수원시 영통구 봉영로1517번길 27 (영통동, 벽적골9단지 주공아파트)"
1131,288379,수원 영통7단지점,경기 수원시 영통구 봉영로 1526
1132,288380,수원 영통3단지점,"경기 수원시 영통구 영통로 460 (영통동, 대우.동신아파트)"
1133,288381,수원 연무점,경기 수원시 장안구 연무동 240-5
1134,288382,수원 아이파크캐슬1단지점,"경기 수원시 영통구 덕영대로 1410 (망포동, 영통아이파크캐슬1단지)"
1135,288383,수원 아이파크에비뉴점,"경기 수원시 권선구 동수원로177번길 90 (권선동, 수원아이파크시티9단지)"
1136,288384,수원 아이파크시티점,"경기 수원시 권선구 동수원로145번길 73 (권선동, 수원아이파크시티3단지)"
1137,288385,수원 신성초1점,"경기 수원시 영통구 청명북로 33 (영통동, 청명마을삼성아파트)"
1138,288386,수원 스카이점,"경기 수원시 장안구 이목로 24 (정자동, 수원 SK SKY VIEW)"
1139,288387,수원 수일초점,경기 수원시 팔달구 팔달로 124
1140,288388,수원 수원초점,"경기 수원시 팔달구 고등로 15 (고등동, 수원역푸르지오자이)"
1141,288389,수원 수원역푸르지오점,경기 수원시 팔달구 덕영대로803번길 43
1142,288390,수원 수성초1점,"경기 수원시 장안구 금당로39번길 34 (조원동, 주공뉴타운)"
1143,288391,수원 송죽초점,경기 수원시 장안구 송죽동
1144,288392,수원 송정초점,경기 수원시 장안구 송정로 58
1145,288393,수원 셀파진흥교실점,경기 수원시 팔달구 화서동 706
1146,288394,수원 센트럴타운3단지점,"경기 수원시 권선구 세권로 1 (세류동, LH수원센트럴타운3단지)"
1147,288395,수원 센트라우스1점,경기 수원시 장안구 대평로 27
1148,288396,수원 서평초점,"경기 수원시 권선구 세화로168번길 15 (서둔동, 센트라우스)"
1149,288397,수원 서수원푸르지오점,"경기 수원시 권선구 입북로77번길 62 (입북동, 서수원 레이크 푸르지오 1단지)"
1150,288398,수원 상률초교실점,"경기 수원시 장안구 상률로12번길 70 (율전동, 금영빌딩)"
1151,288399,수원 산남점,경기 수원시 영통구 산남로 83
1152,288400,수원 비단베스트점,"경기 수원시 장안구 정자로42번길 52 (천천동, 비단마을 베스트타운)"
1153,288401,수원 명인점,"경기 수원시 장안구 수성로245번길 18 (정자동, 정승빌딩)"
1154,288402,수원 매탄힐스점,"경기 수원시 영통구 권광로260번길 36 (매탄동, 현대힐스테이트아파트)"
1155,288403,수원 매탄주공그린빌점,"경기 수원시 영통구 매탄로126번길 22 (매탄동, 주공그린빌)"
1156,288404,수원 매탄위브하늘채점,"경기 수원시 영통구 효원로 363 (매탄동, 매탄 위브 하늘채)"
1157,288405,수원 매교힐스점,경기 수원시 팔달구 수원천로210번길 19
1158,288406,수원 매교푸르지오점,경기 수원시 팔달구 인계로 20 (매교동)
1159,288407,수원 매교SK푸르지오2호점,경기 수원시 팔달구 인계로 20 (매교동)
1160,288408,수원 망포힐스테이트점,경기 수원시 영통구 망포동 728
1161,288409,수원 망포한양수자인점,"경기 수원시 영통구 영통로154번길 56 (망포동, 한양수자인 에듀파크)"
1162,288410,수원 망포아이파크캐슬3단지점,경기 수원시 영통구 망포로84번길 10
1163,288411,수원 망포늘푸른벽산1점,경기 수원시 영통구 망포동 488
1164,288412,수원 망포LG1점,"경기 수원시 영통구 태장로82번길 32 (망포동, 동수원자이1차)"
1165,288413,수원 로얄팰리스점,경기 수원시 장안구 송죽동 385-4
1166,288414,수원 라퍼스트점,경기 수원시 영통구 법조로 25
1167,288415,수원 동보신명점,"경기 수원시 영통구 매영로310번길 87 (영통동, 동보.신명아파트)"
1168,288416,수원 당찬해법수학점,"경기 수원시 장안구 정자로41번길 12 (천천동, 비단마을 신명아파트)"
1169,288417,수원 당수점,경기 수원시 권선구 당진로 19 (당수동)
1170,288418,수원 능실초점,"경기 수원시 권선구 호매실로165번길 30 (호매실동, 수원호매실휴먼시아16단지아파트)"
1171,288419,수원 남수원점,경기 수원시 권선구 경수대로225번길 24-32 (세류동)
1172,288420,수원 금호어울림점,"경기 수원시 권선구 호매실로165번길 71 (호매실동, 호매실 금호어울림 에듀포레)"
1173,288421,수원 금곡LG1점,경기 수원시 권선구 금곡로73번길 71
1174,288422,수원 권선이편한세상점,경기 수원시 권선구 세권로212번길 15 (권선동)
1175,288423,수원 권선아이파크7단지1점,"경기 수원시 권선구 덕영대로1190번길 100 (권선동, 수원아이파크시티7단지)"
1176,288424,수원 권선래미안점,경기 수원시 팔달구 매교동 177-17
1177,288425,수원 권선꿈에그린2단지점,"경기 수원시 권선구 서수원로 99 (오목천동, 수원권선 꿈에그린 아파트)"
1178,288426,수원 권선3교실점,"경기 수원시 권선구 세권로304번길 62 (권선동, 베스토아)"
1179,288427,수원 구운점,"경기 수원시 권선구 여기산로 19 (구운동, 선경아파트)"
1180,288428,수원 구운삼환점,경기 수원시 권선구 구운동 462
1181,288429,수원 광교힐스테이트점,"경기 수원시 영통구 도청로 65 (이의동, 자연앤 힐스테이트)"
1182,288430,수원 광교호반수자인점,"경기 수원시 영통구 광교호수로152번길 23 (하동, 광교 LAKE PAR"
1183,288431,수원 광교초중점,경기 수원시 영통구 웰빙타운로 70
1184,288432,수원 광교초점,"경기 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)"
1185,288433,수원 광교참누리레이크점,"경기 수원시 영통구 법조로 134 (하동, 광교호수마을참누리레이크)"
1186,288434,수원 광교중흥해법,경기 수원시 영통구 광교호수공원로 277
1187,288435,수원 광교중앙역점,경기 수원시 영통구 센트럴타운로 92
1188,288436,수원 광교점,경기 수원시 팔달구 정조로 667
1189,288437,수원 광교원천호반점,경기 수원시 영통구 월드컵로87번길 7 (원천동)
1190,288438,수원 광교에듀타운점,"경기 수원시 영통구 에듀타운로 17 (이의동, 국제프라자)"
1191,288439,수원 광교앨리웨이점,"경기 수원시 영통구 광교호수공원로 80 (원천동, 광교아이파크)"
1192,288440,수원 광교아이파크2호점,"경기 수원시 영통구 광교호수공원로 20 (원천동, 더샵 광교레이크시티)"
1193,288441,수원 광교60단지점,"경기 수원시 영통구 센트럴타운로22번길 36 (이의동, 광교센트럴타운60단지)"
1194,288442,수원 광교40단지점,"경기 수원시 영통구 광교마을로 156 (하동, 광교마을40단지)"
1195,288443,수원 곡정초점,"경기 수원시 권선구 곡선로 20 (권선동, 수원아이파크시티6단지)"
1196,288444,수원 곡선초점,"경기 수원시 권선구 덕영대로1217번길 24 (권선동, 두산동아아파트)"
1197,288445,수원 OMG영통해법수학점,경기 수원시 영통구 영통동 949-5
1198,288446,수원 EZM스마트해법수학(매교역점),경기 수원시 팔달구 정조로 667
1199,288447,수원 직영점,경기 수원시 영통구 법조로 25
1200,288448,수영 최강학원점,부산 수영구 광서로16번길 3 (광안동)
1201,288449,수영 민락초점,부산 수영구 광남로258번길 8 (민락동)
1202,288450,수영 망미초점,부산 수영구 수미로25번길 20 (망미동)
1203,288451,수영 망미수미점,부산 수영구 망미로22번길 42 (망미동)
1204,288452,수영 망미더샵점,"부산 수영구 연수로315번길 16 (망미동, 더샾파크리치)"
1205,288453,수영 남천코오롱하늘채점,"부산 수영구 남천동로 33 (남천동, 남천동 코오롱 하늘채 골든비"
1206,288454,수영 광안4동점,부산 수영구 장대골로 42 (광안동)
1207,288455,수영 sk뷰점,부산 수영구 망미배산로76번길 16 (망미동)
1208,288456,송파 헬리오시티4단지점,서울 송파구 가락동 479
1209,288457,송파 헬리오시티 3단지점,"서울 송파구 송파대로 345 (가락동, 헬리오시티)"
1210,288458,송파 해법티매쓰학원점,"서울 송파구 석촌호수로 135 (잠실동, 레이크팰리스)"
1211,288459,송파 풍납한강극동점,서울 송파구 토성로 38-6
1212,288460,송파 파크리오잠실점,"서울 송파구 올림픽로 435 (신천동, 파크리오)"
1213,288461,송파 최강셀파수학학원점,"서울 송파구 올림픽로 145 (잠실동, 리센츠)"
1214,288462,송파 장지스마트플레이스점,"서울 송파구 충민로4길 6 (장지동, 송파파인타운8단지)"
1215,288463,송파 잠실엘스교실점,"서울 송파구 올림픽로 111 (잠실동, 잠실엘스)"
1216,288464,송파 잠실리센츠1호점,"서울 송파구 올림픽로 135 (잠실동, 리센츠)"
1217,288465,송파 잠실5단지점,서울 송파구 잠실동
1218,288466,송파 위례스마트스퀘어점,"서울 송파구 위례송파로 123 (거여동, 위례포레샤인 17단지)"
1219,288467,송파 위례별초점,"서울 송파구 위례광장로 230 (장지동, 위례2차아이파크)"
1220,288468,송파 올림픽선수촌아카데미점,"서울 송파구 양재대로 1218 (방이동, 올림픽선수기자촌아파트)"
1221,288469,송파 엘리수학학원점,"서울 송파구 석촌호수로 61 (잠실동, 트리지움)"
1222,288470,송파 석촌해법학원점,서울 송파구 석촌동 269
1223,288471,송파 마천초교점,서울 송파구 마천로 333 (마천동)
1224,288472,송파 마천아카데미점,서울 송파구 거마로 56
1225,288473,송파 거여영재교실점,서울 송파구 거여동 20-5
1226,288474,송파 거여아파트2호점,"서울 송파구 양산로4길 16 (거여동, 거여5단지아파트)"
1227,288475,송파 거여아파트1호점,서울 송파구 거여동 290
1228,288476,송파 가원아카데미점,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운)"
1229,288477,송파 가락쌍용점,"서울 송파구 동남로 189 (가락동, 가락쌍용아파트)"
1230,288478,송천윈윈점,전북 전주시 덕진구 송천동1가 833-4
1231,288479,송천신일점,전북 전주시 덕진구 오송1길 13 (송천동1가)
1232,288480,송천송원초점,전북 전주시 덕진구 송천동2가 543-3
1233,288481,송정 양운점,부산 해운대구 세실로27번길 17
1234,288482,속초 교동초교점,"강원 속초시 미시령로 3361 (교동, 현대2차아파트)"
1235,288483,소하교실,경기 광명시 소하로109번길 19 (소하동)
1236,288484,소하1동 동양점,"경기 광명시 하안로 198 (소하동, 동양2차아파트)"
1237,288485,셀파영수학원,"부산 사하구 하신번영로 233 (하단동, 가락타운2?3단지)"
1238,288486,센트럴3단지점,경기 평택시 상서재로 50 (동삭동)
1239,288487,세종 현대엠코점,"세종특별자치시 도움1로 105 (종촌동, 가재마을 5단지)"
1240,288488,세종 첫마을현대점,"세종특별자치시 누리로 27 (한솔동, 첫마을6단지)"
1241,288489,세종 수루배4단지점,"세종특별자치시 한누리대로 1820 (반곡동, 왕관빌딩)"
1242,288490,세종 소담 브랜드점,"세종특별자치시 소담1로 12 (소담동, 지엘플렉스1)"
1243,288491,세종 새샘3단지1호점,"세종특별자치시 한누리대로 2018 (소담동, 사이언스타운)"
1244,288492,세종 새뜸 4단지 1호점,"세종특별자치시 새롬북로 13 (새롬동, 새뜸마을4단지)"
1245,288493,세종 범지기3단지점,"세종특별자치시 달빛1로 201 (아름동, 범지기마을 3단지)"
1246,288494,세종 도원점,세종특별자치시 조치원읍 이화로 40
1247,288495,세종 도램15단지점,"세종특별자치시 보듬2로 43 (도담동, 도램마을 15단지)"
1248,288496,세종 도담점,"세종특별자치시 보듬2로 43 (도담동, 도램마을15단지)"
1249,288497,세종 나성점,세종특별자치시 나성북로 47
1250,288498,세종 나릿재점,세종특별자치시 국세청로 45
1251,288499,세종 가재5단지1호점,"세종특별자치시 도움1로 106 (종촌동, 메가시티)"
1252,288500,세종 가온1단지 2호점,"세종특별자치시 다정남로 22 (다정동, 가온마을1단지)"
1253,288501,세종 가온12단지점,"세종특별자치시 다정남로 123 (다정동, 가온마을12단지)"
1254,288502,세종 가온 6단지점,"세종특별자치시 다정중앙로 77 (다정동, 가온마을6단지)"
1255,288503,세종 가온 3단지 1호점,"세종특별자치시 다정북로 109 (다정동, 가온마을3단지)"
1256,288504,세종 가온 1단지 1호점,"세종특별자치시 다정남로 22 (다정동, 가온마을1단지)"
1257,288505,세종 가락초점,"세종특별자치시 마음안로 131 (고운동, 가락마을 14단지)"
1258,288506,세종 가락21단지점,"세종특별자치시 마음안로 221 (고운동, 가락마을21단지)"
1259,288507,세종 가락19단지점,"세종특별자치시 밝은뜰로 15 (고운동, 가락마을19단지)"
1260,288508,세종 가락18단지점,"세종특별자치시 마음안1로 137 (고운동, 가락마을18단지 근린생활시설)"
1261,288509,세종 가락 6단지점,"세종특별자치시 마음로 14 (고운동, 가락마을6단지)"
1262,288510,세종 가재12단지점,"세종특별자치시 달빛로 80 (종촌동, 가재마을 12단지)"
1263,288511,성북 종암삼성래미안점,"서울 성북구 종암로25길 30 (종암동, 삼성 래미안아파트)"
1264,288512,성북 종암래미안라센트점,서울 성북구 종암동 134
1265,288513,성북 정릉대우아파트점,"서울 성북구 보국문로30길 15 (정릉동, 정릉대우아파트)"
1266,288514,성북 장곡스마트해법수학점,서울 성북구 돌곶이로 211 (장위동)
1267,288515,성북 의지와땀학원점,서울 성북구 오패산로 98
1268,288516,성북 연세종암해법수학점,서울 성북구 종암동 79-278
1269,288517,성북 스마트해법수학코오롱하늘채점,"서울 성북구 돌곶이로 220 (장위동, 꿈의숲코오롱하늘채아파트)"
1270,288518,성북 석관석계학원점,"서울 성북구 화랑로48길 16 (석관동, 두산아파트)"
1271,288519,성북 상월곡점,서울 성북구 상월곡동 101-2
1272,288520,성북 삼선푸르지오점,서울 성북구 삼선동3가 115-1
1273,288521,성북 래미안루나밸리점,서울 성북구 하월곡동 226-3
1274,288522,성북 두산위브1호점,서울 성북구 하월곡동 222
1275,288523,성북 다온해법수학,"서울 성북구 길음로 33 (길음동, 길음뉴타운)"
1276,288524,성북 길음푸르지오점,"서울 성북구 길음로 119 (길음동, 길음뉴타운)"
1277,288525,성북 길음두산위브교실점,서울 성북구 길음로13길 22
1278,288526,성북 길음동부센트레빌점,"서울 성북구 숭인로2길 61 (길음동, 길음동동부센트레빌아파트)"
1279,288527,성북 길음뉴타운9단지점,"서울 성북구 길음로9길 50 (길음동, 길음뉴타운)"
1280,288528,성북 기린스마트해법수학,서울 성북구 돌곶이로37길 24
1281,288529,성동 행당초교점,서울 성동구 행당동 141-6
1282,288530,성동 행당청담클루빌학원점,"서울 성동구 행당로 76 (행당동, 행당 한진타운 단지상가)"
1283,288531,성동 용답KEM영수학원점,"서울 성동구 용답15길 14 (용답동, 삼도빌딩)"
1284,288532,성동 왕십리텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)"
1285,288533,성동 옥수점,"서울 성동구 한림말길 31 (옥수동, 옥수삼성아파트 상가)"
1286,288534,성동 송정건영점,서울 성동구 송정동 90-7
1287,288535,성동 성수별해법수학교실점,서울 성동구 성덕정3길 3 (성수동1가)
1288,288536,성동 성수뚝섬점,서울 성동구 성수동1가 13-443
1289,288537,성동 명진해법학원점,서울 성동구 옥수동 250-7
1290,288538,성동 마장해법점,"서울 성동구 무학로6길 50 (도선동, 성동삼성쉐르빌)"
1291,288539,성동 금호비전학원점,서울 성동구 금호동2가 510-2
1292,288540,성동 금북해법학원,서울 성동구 금호동1가 167-1
1293,288541,성동 경수초교점,서울 성동구 성수동2가 264-5
1294,288542,성동 경동별해법수학점,서울 성동구 성수일로 42 (성수동2가)
1295,288543,성남 판교밸리자이1단지점,경기 성남시 수정구 대왕판교로 995
1296,288544,성남 지사직영점,"경기 성남시 중원구 갈마치로288번길 14 (상대원동, 성남 SK V1 tower)"
1297,288545,성남 위례한빛점,"경기 성남시 수정구 위례동로 61 (창곡동, 위례 자연앤 래미안이편한세상)"
1298,288546,성남 위례중앙초교점,"경기 성남시 수정구 위례광장로 310 (창곡동, 우성트램타워)"
1299,288547,성남 위례센터점,"경기 성남시 수정구 위례동로 147 (창곡동, 위례건아타워)"
1300,288548,성남 여수초교점,경기 성남시 중원구 여수울로15번길 4-10
1301,288549,성남 상대원1동점,경기 성남시 중원구 박석로49번길 2 (상대원동)
1302,288550,성남 삼부르네상스점,"경기 성남시 수정구 수정로 312 (신흥동, 삼부르네상스 파크 I)"
1303,288551,성남 산성포레스티아점,경기 성남시 수정구 수정로 291
1304,288552,성남 단대푸르지오점,경기 성남시 수정구 산성대로 423 (단대동)
1305,288553,성남 금상초교점,경기 성남시 중원구 금상로 95 (금광동)
1306,288554,성남 금빛초교점,경기 성남시 수정구 남문로131번길 2 (태평동)
1307,288555,성남 고등포레자이점,"경기 성남시 수정구 고등로 33 (고등동, 판교밸리포레자이)"
1308,288556,서학학원,전북 전주시 완산구 흑석로 30 (서서학동)
1309,288557,서초 플래그십점,"서울 서초구 사임당로 158 (서초동, 리더스원 상가)"
1310,288558,서초 프라임에듀학원,서울 서초구 효령로46길 5 (서초동)
1311,288559,서초 포레스타교실,"서울 서초구 헌릉로8길 45 (내곡동, 서초 포레스타 2단지)"
1312,288560,서초 잠원학습관,"서울 서초구 신반포로23길 41 (잠원동, 신반포2지구아파트)"
1313,288561,서초 원명최상위교실,서울 서초구 고무래로 90-7
1314,288562,서초 양재우성학습관,"서울 서초구 바우뫼로 91 (양재동, 우성아파트)"
1315,288563,서초 스카이에듀학원점,"서울 서초구 서초대로1길 30 (방배동, 방배1차현대아파트)"
1316,288564,서초 서초우솔교실,"서울 서초구 양재대로2길 34 (우면동, 엘에이치서초3단지)"
1317,288565,서초 서초삼호학습관,"서울 서초구 서운로 207 (서초동, 삼호아파트)"
1318,288566,서초 서초네이처학원,"서울 서초구 태봉로2길 60 (우면동, 서초네이처힐3단지)"
1319,288567,서초 방배해법수학,서울 서초구 서초대로7길 9 (방배동)
1320,288568,서초 방배스마트플레이스점,"서울 서초구 효령로33길 59 (방배동, 대안빌딩)"
1321,288569,서초 방배삼호학습관,"서울 서초구 방배로 269 (방배동, 삼호상가)"
1322,288570,서초 반포래미안교습소점,"서울 서초구 신반포로 100 (반포동, 래미안 퍼스티지 신반포역상가)"
1323,288571,서초 마인드업해법수학교실,"서울 서초구 바우뫼로7길 16 (우면동, 대화프라자)"
1324,288572,서초 루키업스마트해법학원,서울 서초구 남부순환로339길 60 (서초동)
1325,288573,서재 아이위시점,"대구 달성군 다사읍 서재로7길 25 (서재리, 에코폴리스 동화 아이위시 3차)"
1326,288574,서신한일동아점,"전북 전주시 완산구 새터로 95 (서신동, 동아한일아파트)"
1327,288575,서신초점,"전북 전주시 완산구 전주천서로 445 (서신동, 서신 아이파크 이편한세상)"
1328,288576,서신제일비사벌,"전북 전주시 완산구 당산로 49 (서신동, 제일비사벌아파트 상가)"
1329,288577,서신스마트해법학원,"전북 전주시 완산구 온고을로 121 (서신동, 서신동 광진아파트)"
1330,288578,서신서일점,전북 전주시 완산구 서신로 108 (서신동)
1331,288579,서신동아2차점,전북 전주시 완산구 새터로 51
1332,288580,서산 테크노힐스테이트점,"충남 서산시 성연면 성연3로 76 (왕정리, 힐스테이트서산아파트)"
1333,288581,서산 테크노힐스테이트2호점,충남 서산시 성연면 성연3로 76
1334,288582,서산 읍내현대점,"충남 서산시 호수공원6로 19 (읍내동, 서산읍내현대아파트)"
1335,288583,서산 예천 효성해링턴점,"충남 서산시 예천3로 43 (예천동, 효성해링턴플레이스)"
1336,288584,서산 센스빌점,"충남 서산시 동서1로 130 (석남동, 센스빌)"
1337,288585,서산 석림라온점,충남 서산시 석림1로 74 (석림동)
1338,288586,서대문가재울초점,서울 서대문구 가재울미래로 17 (남가좌동)
1339,288587,서대문 홍제초점,서울 서대문구 세검정로1길 48 (홍은동)
1340,288588,서대문 홍제인왕점,서울 서대문구 세무서길 84 (홍제동)
1341,288589,서대문 스마트해법연가초점,"서울 서대문구 증가로 193 (북가좌동, 스카이빌)"
1342,288590,서대문 스마트해법아이터치학원점,서울 서대문구 모래내로15길 62 (남가좌동)
1343,288591,서대문 스마트해법수학선일점,서울 서대문구 통일로34길 43
1344,288592,서대문 북성초점,"서울 서대문구 북아현로1길 50 (북아현동, 신촌푸르지오)"
1345,288593,서대문 북가좌1호점,서울 서대문구 북가좌2동
1346,288594,서대문 독립문해법수학점,"서울 서대문구 독립문공원길 13 (현저동, 독립문극동아파트)"
1347,288595,서대문 가재울e편한세상점,"서울 서대문구 수색로 100 (북가좌동, DMC래미안e편한세상)"
1348,288596,상주 천년나무교실점,"경북 상주시 동수4길 33 (무양동, 상주무양LH천년나무)"
1349,288597,상주 중앙점,경북 상주시 상서문로 31-1 (남성동)
1350,288598,상주 상영점,경북 상주시 남성동 201-16
1351,288599,상주 독한논술강한수학점,"경북 상주시 복룡3길 29 (복룡동, 상주2차우방타운)"
1352,288600,상주 낙양점,경북 상주시 상서문1길 41-6 (낙양동)
1353,288601,삼천탑매쓰학원,"전북 전주시 완산구 성지산로 36 (삼천동1가, 쌍용2단지아파트)"
1354,288602,삼천이룸학원,"전북 전주시 완산구 용리로 133 (삼천동1가, 삼익아파트)"
1355,288603,사천 정석점,경남 사천시 주공로 7 (벌리동)
1356,288604,사수 서한이다음점,"대구 북구 한강로 17 (사수동, 금호서한이다음)"
1357,288605,사당5동 신남성초교점,서울 동작구 사당로2차길 25 (사당동)
1358,288606,사당3동 롯데캐슬점,서울특별시 동작구 사당로23아길 6 (사당동)
1359,288607,빛가온제2교실,"경기 광명시 신기로 7 (일직동, 골드스타빌딩)"
1360,288608,분당서현삼성점,경기 성남시 분당구 중앙공원로31번길 42
1361,288609,분당 판교원마을9단지점,경기 성남시 분당구 서판교로58번길 4-2 (판교동)
1362,288610,분당 판교원마을3단지점,경기 성남시 분당구 판교동 629
1363,288611,분당 판교원마을11단지점,경기 성남시 분당구 판교동 511-4
1364,288612,분당 판교산운13단지점,경기 성남시 분당구 운중동 918
1365,288613,분당 판교봇들2단지점,경기 성남시 분당구 삼평동 717
